1	3582736	4380811	3
1	5913893	7247335	5
1	38731847	40200567	24
1	44969183	46899501	28
1	49894177	51713726	32
1	51713726	54226262	33
1	115880593	118839067	72
1	148361253	151538881	75
1	154770403	156336133	78
1	158027412	159913048	80
1	206073265	208410364	107
1	212842330	214578266	110
1	222230220	224938520	116
2	23341383	24686918	147
2	26894985	28598777	149
2	43309590	44313803	160
2	47318772	48213001	163
2	48213001	50022257	164
2	167355970	169968236	235
2	173138905	175588929	238
2	218395480	220454551	262
2	225840004	228119842	266
3	11019665	13070799	286
3	47727212	49316972	311
3	49316972	51832015	312
3	51832015	54081390	313
3	121974097	123517768	353
3	137371083	139954597	362
3	151348730	153256571	371
3	159477890	161524504	376
3	168580960	170964909	381
3	170964909	172295731	382
3	181511166	183769683	389
3	185068255	186890344	391
3	195971408	197075987	398
4	5502388	6773043	406
4	48123600	53877433	437
4	103221356	105305294	467
4	108815348	111256567	470
4	143443265	146178187	493
4	184929455	186909090	518
5	14757804	16963613	533
5	156628700	158825698	614
6	6785207	7808936	638
6	19207487	21684065	646
6	24852275	25684587	650
6	25684587	26791233	651
6	26791233	28017819	652
6	28017819	28917608	653
6	28917608	29737971	654
6	29737971	30798168	655
6	30798168	31571218	656
6	31571218	32682664	657
6	32682664	33236497	658
6	52210476	53279102	670
6	108464380	110304247	704
6	125424383	127540461	715
6	134244243	136224177	720
6	160580497	162169564	735
7	13884202	15143657	758
7	43159074	44763828	775
7	63641125	65689809	786
7	65689809	68234074	787
7	69085364	71874885	789
7	87825004	90661784	798
7	98715474	100196651	804
7	121933630	124156805	817
7	156065250	157634597	841
8	7153079	9154694	853
8	10463197	11278998	856
8	40703337	41721454	878
8	41721454	42773823	879
8	116096495	119685457	920
9	79471208	81079055	973
9	90136246	92528698	981
9	96671698	98922040	984
9	109298754	110695062	990
9	124871322	126971887	999
9	130055510	132165470	1002
9	135298842	137041122	1006
9	138938978	139500342	1009
10	10249396	12586797	1020
10	48760450	50840915	1042
10	63341695	65794114	1052
10	70195991	72220850	1056
10	78706814	80876749	1060
10	93335047	95396368	1069
10	96221243	97822357	1071
10	112561493	115328432	1080
11	70855	1213590	1096
11	1213590	3665481	1097
11	9087317	10952027	1103
11	13373124	15742552	1106
11	47006137	49866050	1124
11	49866050	54695473	1125
11	58780549	62223771	1129
11	63804569	65898631	1131
11	72286017	74412351	1136
11	76797209	78355058	1138
11	92077144	93276157	1147
11	100417169	101331121	1153
11	117747110	119215476	1166
12	27799773	29651255	1198
12	47714793	49001866	1209
12	49001866	51776494	1210
12	65559695	67181144	1219
12	110336719	113263518	1246
12	122007651	124977980	1254
13	27284362	29257551	1268
13	32301815	33776903	1271
13	112247592	113572488	1322
13	113572488	115109853	1323
14	38667725	40341990	1334
14	63790015	65220298	1352
14	65220298	66399555	1353
14	99138532	101534307	1375
15	42776399	44198049	1395
15	65104668	67094767	1409
15	76398624	78516053	1415
15	84260468	86652905	1418
16	60054	1207206	1430
16	10426032	11520161	1440
16	27445755	29036613	1452
16	29036613	31382943	1453
16	53382572	55903774	1458
16	65938566	68841363	1465
16	87647349	89041165	1482
16	89041165	90292812	1483
17	1928731	3702312	1486
17	7317398	8306425	1490
17	16412342	18856320	1498
17	18856320	21290357	1499
17	21290357	27334244	1500
17	43056905	45876022	1510
17	57487512	59312755	1518
17	61545589	63148128	1520
17	64800430	67858770	1522
17	74375560	76263413	1526
17	80034408	81194908	1530
18	42922106	44299246	1555
19	11284028	13471127	1588
19	16374416	18409862	1592
19	32746520	34262952	1601
19	44744108	46102697	1609
19	46102697	47150082	1610
20	32813441	34960446	1638
22	29651799	31439918	1689
22	31439918	32664986	1690
22	35530985	37570269	1693
22	42690818	43714200	1697
