1	5913893	7247335	5
1	10806984	11777841	8
1	25516845	27401867	18
1	38731847	40200567	24
1	49894177	51713726	32
1	71684405	74326907	46
1	94506191	96150893	58
1	115880593	118839067	72
1	148361253	151538881	75
1	154770403	156336133	78
1	204681068	206073265	106
1	212842330	214578266	110
1	218705513	219590571	113
2	10133	1781022	134
2	26894985	28598777	149
2	40281483	43309590	159
2	43309590	44313803	160
2	47318772	48213001	163
2	58297315	60292000	172
2	60292000	62429044	173
2	64625913	65933444	175
2	144519484	146445570	219
2	164466638	165178840	232
2	225840004	228119842	266
3	11019665	13070799	286
3	22204244	23804865	294
3	49316972	51832015	312
3	63669286	65273538	320
3	72529329	74321817	326
3	85582231	87409732	334
3	121974097	123517768	353
3	135456906	137371083	361
3	151348730	153256571	371
3	159477890	161524504	376
3	185068255	186890344	391
3	186890344	188856214	392
4	5502388	6773043	406
4	48123600	53877433	437
4	91560677	94233299	461
4	100678360	103221356	466
4	103221356	105305294	467
4	155056126	157485097	499
5	43983499	50163398	550
5	50163398	52134622	551
5	53703044	55417349	553
5	55417349	56621102	554
5	63218987	63968304	560
5	73759326	75798866	565
5	77623332	79393144	567
5	101578769	103320005	581
5	136376050	139265072	603
5	156628700	158825698	614
6	6785207	7808936	638
6	19207487	21684065	646
6	29737971	30798168	655
6	30798168	31571218	656
6	31571218	32682664	657
6	32682664	33236497	658
6	37572596	39295677	661
6	50386145	52210476	669
6	116131396	117672972	708
6	125424383	127540461	715
6	139845436	142288479	724
6	162169564	162931203	736
6	167024733	168042835	740
7	1353067	2062398	746
7	11299198	12635461	756
7	13884202	15143657	758
7	25909555	28360309	766
7	69085364	71874885	789
7	87825004	90661784	798
7	101199253	103197510	806
7	156065250	157634597	841
8	13944992	15991660	859
8	40703337	41721454	878
8	63349306	65232872	890
8	75445064	76456542	897
8	93554386	95005527	907
8	113064320	116096495	919
8	116096495	119685457	920
9	20463534	22206559	952
9	28224283	28811584	957
9	28811584	30387392	958
9	33578334	34642243	962
9	94167203	96671698	983
9	122260297	124871322	998
9	133223217	134127888	1004
10	10249396	12586797	1020
10	67549615	69900148	1054
10	78706814	80876749	1060
10	92006581	93335047	1068
10	112561493	115328432	1080
10	116421406	119523934	1082
11	1213590	3665481	1097
11	8333274	9087317	1102
11	9087317	10952027	1103
11	15742552	17578402	1107
11	30141357	32276901	1116
11	47006137	49866050	1124
11	49866050	54695473	1125
11	55082657	58457495	1127
11	63804569	65898631	1131
11	72286017	74412351	1136
11	93276157	94242260	1148
11	121175943	122591910	1169
11	130342575	131074612	1176
12	25371083	27799773	1197
12	40816185	41658586	1205
12	47714793	49001866	1209
12	65559695	67181144	1219
12	70957987	72645075	1223
12	119754110	122007651	1253
12	122007651	124977980	1254
13	49383962	51591091	1282
13	57554217	58410626	1287
13	58410626	59302271	1288
13	78808813	80585676	1300
14	35859593	38667725	1333
14	59448336	61680424	1350
14	78561945	80186579	1360
15	42776399	44198049	1395
15	56901773	58441366	1404
15	63215222	65104668	1408
15	76398624	78516053	1415
16	60054	1207206	1430
16	4001196	5118345	1433
16	27445755	29036613	1452
16	53382572	55903774	1458
16	68841363	71054028	1466
16	74971503	75977954	1469
16	87647349	89041165	1482
16	89041165	90292812	1483
17	3702312	4696261	1487
17	38877404	39899810	1507
17	41772087	43056905	1509
17	43056905	45876022	1510
17	45876022	47517400	1511
17	47517400	49898957	1512
17	63148128	64800430	1521
17	67858770	69387817	1523
18	22996651	24026191	1543
18	59020751	60277715	1564
19	6684885	8347513	1585
19	18409862	19877471	1593
19	44744108	46102697	1609
20	32813441	34960446	1638
20	40585689	41615460	1643
20	49239658	52472549	1648
20	52472549	54055266	1649
22	29651799	31439918	1689
